"pokemon","nature","ev","hp","atk","def","spa","spd","spe","percent"
"Kangaskhan-Mega","Jolly","4/244/4/0/4/252","4","244","4","0","4","252","1.330"
"Stakataka","Lonely","244/252/0/0/12/0","244","252","0","0","12","0","25.034"
"Stakataka","Lonely","252/252/0/0/4/0","252","252","0","0","4","0","19.602"
"Stakataka","Sassy","252/4/0/0/252/0","252","4","0","0","252","0","7.742"
"Stakataka","Sassy","252/28/0/0/228/0","252","28","0","0","228","0","5.558"
"Stakataka","Brave","244/252/0/0/12/0","244","252","0","0","12","0","4.868"
"Stakataka","Sassy","220/60/0/0/228/0","220","60","0","0","228","0","3.524"
"Stakataka","Brave","252/252/0/0/4/0","252","252","0","0","4","0","2.727"
"Stakataka","Brave","252/4/0/0/252/0","252","4","0","0","252","0","2.196"
"Stakataka","Careful","244/12/0/0/252/0","244","12","0","0","252","0","2.120"
"Stakataka","Sassy","252/20/0/0/236/0","252","20","0","0","236","0","2.061"
"Stakataka","Sassy","252/60/0/0/196/0","252","60","0","0","196","0","1.838"
"Stakataka","Sassy","244/0/12/0/252/0","244","0","12","0","252","0","1.730"
"Stakataka","Brave","244/20/0/0/244/0","244","20","0","0","244","0","1.048"
"Stakataka","Brave","220/44/0/0/244/0","220","44","0","0","244","0","0.907"
"Stakataka","Brave","252/12/0/0/244/0","252","12","0","0","244","0","0.877"
"Stakataka","Sassy","236/28/0/0/244/0","236","28","0","0","244","0","0.829"
"Stakataka","Sassy","252/132/0/0/124/0","252","132","0","0","124","0","0.713"
"Stakataka","Sassy","244/124/0/0/140/0","244","124","0","0","140","0","0.698"
"Stakataka","Sassy","252/44/0/0/212/0","252","44","0","0","212","0","0.693"
"Stakataka","Lonely","180/252/0/0/76/0","180","252","0","0","76","0","0.672"
"Stakataka","Brave","252/228/0/0/28/0","252","228","0","0","28","0","0.659"
"Stakataka","Adamant","252/100/0/0/156/0","252","100","0","0","156","0","0.655"
"Stakataka","Lonely","252/228/0/0/28/0","252","228","0","0","28","0","0.628"
"Tapu Lele","Modest","4/0/0/252/0/252","4","0","0","252","0","252","26.579"
"Tapu Lele","Modest","0/0/0/252/4/252","0","0","0","252","4","252","16.184"
"Tapu Lele","Timid","0/0/0/252/4/252","0","0","0","252","4","252","9.960"
"Tapu Lele","Timid","4/0/0/252/0/252","4","0","0","252","0","252","6.917"
"Tapu Lele","Modest","52/0/172/252/4/28","52","0","172","252","4","28","4.717"
"Tapu Lele","Modest","92/0/0/188/0/228","92","0","0","188","0","228","3.763"
"Tapu Lele","Modest","76/0/20/156/4/252","76","0","20","156","4","252","3.144"
"Tapu Lele","Modest","84/0/4/180/4/236","84","0","4","180","4","236","2.938"
"Tapu Lele","Modest","156/0/4/44/156/148","156","0","4","44","156","148","1.562"
"Tapu Lele","Modest","100/0/76/252/76/4","100","0","76","252","76","4","1.533"
"Tapu Lele","Modest","92/0/36/156/4/220","92","0","36","156","4","220","1.065"
"Tapu Lele","Modest","76/0/28/204/20/180","76","0","28","204","20","180","1.056"
"Tapu Lele","Modest","252/0/252/0/0/0","252","0","252","0","0","0","0.971"
"Tapu Lele","Modest","76/0/12/220/4/196","76","0","12","220","4","196","0.874"
"Tapu Lele","Modest","164/0/92/252/0/0","164","0","92","252","0","0","0.787"
"Tapu Lele","Modest","60/0/0/252/0/196","60","0","0","252","0","196","0.765"
"Tapu Lele","Timid","4/0/212/36/4/252","4","0","212","36","4","252","0.739"
"Tapu Lele","Modest","172/0/116/68/4/148","172","0","116","68","4","148","0.734"
"Tapu Lele","Modest","4/0/212/252/4/36","4","0","212","252","4","36","0.700"
"Tapu Lele","Modest","84/0/4/164/4/252","84","0","4","164","4","252","0.660"
"Tapu Lele","Modest","28/0/28/220/4/228","28","0","28","220","4","228","0.653"
"Tapu Lele","Modest","4/0/4/244/4/252","4","0","4","244","4","252","0.595"
"Tapu Lele","Modest","108/0/196/108/4/92","108","0","196","108","4","92","0.545"
"Nihilego","Timid","4/0/0/252/0/252","4","0","0","252","0","252","45.854"
"Nihilego","Timid","76/0/4/180/4/244","76","0","4","180","4","244","6.465"
"Nihilego","Timid","0/0/0/252/4/252","0","0","0","252","4","252","6.185"
"Nihilego","Timid","52/0/20/196/4/236","52","0","20","196","4","236","5.745"
"Nihilego","Timid","0/0/0/244/12/252","0","0","0","244","12","252","5.405"
"Nihilego","Timid","0/0/4/252/0/252","0","0","4","252","0","252","3.821"
"Nihilego","Quiet","116/0/0/252/140/0","116","0","0","252","140","0","2.895"
"Nihilego","Modest","4/0/0/252/0/252","4","0","0","252","0","252","2.650"
"Nihilego","Timid","4/0/76/172/4/244","4","0","76","172","4","244","2.500"
"Nihilego","Timid","68/0/12/172/20/236","68","0","12","172","20","236","2.307"
"Nihilego","Timid","36/0/32/196/4/236","36","0","32","196","4","236","1.161"
"Nihilego","Timid","92/0/4/172/4/236","92","0","4","172","4","236","1.031"
"Nihilego","Modest","228/0/220/36/4/20","228","0","220","36","4","20","0.956"
"Nihilego","Timid","76/0/0/180/0/252","76","0","0","180","0","252","0.707"
"Nihilego","Timid","20/0/4/244/4/236","20","0","4","244","4","236","0.620"
"Nihilego","Timid","36/0/12/204/4/252","36","0","12","204","4","252","0.616"
"Nihilego","Timid","4/0/196/140/4/164","4","0","196","140","4","164","0.576"
"Nihilego","Timid","52/0/4/188/28/236","52","0","4","188","28","236","0.535"
"Nihilego","Timid","20/0/4/196/52/236","20","0","4","196","52","236","0.528"
"Nihilego","Timid","52/0/4/204/12/236","52","0","4","204","12","236","0.524"
"Nihilego","Timid","76/0/4/180/12/236","76","0","4","180","12","236","0.506"
"Crobat","Modest","4/0/0/252/0/252","4","0","0","252","0","252","24.684"
"Crobat","Timid","4/0/0/252/0/252","4","0","0","252","0","252","18.250"
"Crobat","Timid","244/0/0/0/12/252","244","0","0","0","12","252","10.479"
"Crobat","Timid","252/0/0/0/4/252","252","0","0","0","4","252","9.522"
"Crobat","Timid","244/0/0/12/0/252","244","0","0","12","0","252","7.797"
"Crobat","Timid","252/0/4/0/0/252","252","0","4","0","0","252","5.288"
"Crobat","Jolly","252/0/0/0/4/252","252","0","0","0","4","252","4.648"
"Crobat","Timid","4/0/0/0/252/252","4","0","0","0","252","252","3.839"
"Crobat","Timid","140/0/0/0/116/252","140","0","0","0","116","252","3.311"
"Crobat","Jolly","116/0/0/0/140/252","116","0","0","0","140","252","1.832"
"Crobat","Timid","252/0/116/0/116/20","252","0","116","0","116","20","1.286"
"Crobat","Timid","0/0/4/0/252/252","0","0","4","0","252","252","1.053"
"Crobat","Jolly","252/0/4/0/0/252","252","0","4","0","0","252","0.874"
"Crobat","Jolly","244/0/0/0/12/252","244","0","0","0","12","252","0.695"
"Crobat","Timid","244/0/12/0/0/252","244","0","12","0","0","252","0.661"
"Crobat","Timid","220/0/0/0/36/252","220","0","0","0","36","252","0.606"
"Crobat","Timid","252/0/236/0/0/20","252","0","236","0","0","20","0.581"
"Crobat","Serious","252/0/0/0/4/252","252","0","0","0","4","252","0.564"
"Crobat","Jolly","36/12/4/0/204/252","36","12","4","0","204","252","0.502"
"Necrozma-Dusk-Mane","Modest","92/0/4/172/92/148","92","0","4","172","92","148","18.886"
"Necrozma-Dusk-Mane","Modest","84/0/4/236/12/148","84","0","4","236","12","148","11.032"
"Necrozma-Dusk-Mane","Timid","4/0/0/252/0/252","4","0","0","252","0","252","4.234"
"Necrozma-Dusk-Mane","Brave","188/44/20/0/252/0","188","44","20","0","252","0","3.380"
"Necrozma-Dusk-Mane","Modest","84/0/4/236/12/172","84","0","4","236","12","172","3.262"
"Necrozma-Dusk-Mane","Adamant","244/68/4/0/156/36","244","68","4","0","156","36","2.956"
"Necrozma-Dusk-Mane","Lonely","44/124/0/76/12/252","44","124","0","76","12","252","2.478"
"Necrozma-Dusk-Mane","Timid","4/0/4/236/12/252","4","0","4","236","12","252","2.377"
"Necrozma-Dusk-Mane","Brave","188/60/4/4/252/0","188","60","4","4","252","0","2.312"
"Necrozma-Dusk-Mane","Jolly","60/252/4/0/4/188","60","252","4","0","4","188","2.090"
"Necrozma-Dusk-Mane","Lonely","52/204/4/0/100/148","52","204","4","0","100","148","1.825"
"Necrozma-Dusk-Mane","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","1.783"
"Necrozma-Dusk-Mane","Adamant","252/68/4/0/156/28","252","68","4","0","156","28","1.555"
"Necrozma-Dusk-Mane","Quiet","188/60/12/92/156/0","188","60","12","92","156","0","1.554"
"Necrozma-Dusk-Mane","Brave","252/100/0/0/156/0","252","100","0","0","156","0","1.551"
"Necrozma-Dusk-Mane","Brave","244/100/0/0/164/0","244","100","0","0","164","0","1.368"
"Necrozma-Dusk-Mane","Quiet","124/4/4/124/252/0","124","4","4","124","252","0","1.367"
"Necrozma-Dusk-Mane","Brave","244/68/36/4/156/0","244","68","36","4","156","0","1.293"
"Necrozma-Dusk-Mane","Sassy","204/84/4/52/164/0","204","84","4","52","164","0","1.209"
"Necrozma-Dusk-Mane","Brave","252/252/0/4/0/0","252","252","0","4","0","0","1.165"
"Necrozma-Dusk-Mane","Modest","92/0/4/180/84/148","92","0","4","180","84","148","1.009"
"Necrozma-Dusk-Mane","Quiet","252/4/100/132/20/0","252","4","100","132","20","0","0.998"
"Necrozma-Dusk-Mane","Quiet","252/0/0/252/4/0","252","0","0","252","4","0","0.965"
"Necrozma-Dusk-Mane","Hasty","100/20/4/0/236/148","100","20","4","0","236","148","0.938"
"Necrozma-Dusk-Mane","Brave","188/60/4/0/252/0","188","60","4","0","252","0","0.887"
"Necrozma-Dusk-Mane","Sassy","252/72/100/0/84/0","252","72","100","0","84","0","0.882"
"Necrozma-Dusk-Mane","Brave","252/84/0/0/172/0","252","84","0","0","172","0","0.869"
"Necrozma-Dusk-Mane","Modest","52/0/0/252/0/204","52","0","0","252","0","204","0.834"
"Necrozma-Dusk-Mane","Timid","148/0/60/100/12/188","148","0","60","100","12","188","0.825"
"Necrozma-Dusk-Mane","Brave","220/68/52/4/164/0","220","68","52","4","164","0","0.691"
"Necrozma-Dusk-Mane","Careful","252/140/60/0/28/28","252","140","60","0","28","28","0.619"
"Necrozma-Dusk-Mane","Hasty","4/148/4/140/0/212","4","148","4","140","0","212","0.593"
"Necrozma-Dusk-Mane","Brave","252/100/52/4/100/0","252","100","52","4","100","0","0.585"
"Necrozma-Dusk-Mane","Quiet","252/0/4/252/0/0","252","0","4","252","0","0","0.570"
"Necrozma-Dusk-Mane","Adamant","252/20/0/0/236/0","252","20","0","0","236","0","0.554"
"Necrozma-Dusk-Mane","Modest","132/0/12/100/108/156","132","0","12","100","108","156","0.540"
"Necrozma-Dusk-Mane","Sassy","252/68/52/0/136/0","252","68","52","0","136","0","0.538"
"Necrozma-Dusk-Mane","Adamant","252/100/0/0/156/0","252","100","0","0","156","0","0.534"
"Tornadus","Timid","252/0/20/4/36/196","252","0","20","4","36","196","19.772"
"Tornadus","Timid","4/0/0/252/0/252","4","0","0","252","0","252","8.778"
"Tornadus","Timid","0/0/0/252/4/252","0","0","0","252","4","252","8.385"
"Tornadus","Timid","244/0/28/4/36/196","244","0","28","4","36","196","8.016"
"Tornadus","Timid","164/0/4/84/84/172","164","0","4","84","84","172","3.683"
"Tornadus","Timid","4/0/76/252/4/172","4","0","76","252","4","172","3.301"
"Tornadus","Timid","0/0/76/252/0/180","0","0","76","252","0","180","3.033"
"Tornadus","Timid","148/0/132/4/36/190","148","0","132","4","36","190","2.916"
"Tornadus","Timid","100/0/4/148/4/252","100","0","4","148","4","252","2.384"
"Tornadus","Timid","252/0/52/4/4/196","252","0","52","4","4","196","2.235"
"Tornadus","Timid","252/0/28/4/4/220","252","0","28","4","4","220","2.049"
"Tornadus","Timid","244/0/36/12/4/212","244","0","36","12","4","212","1.855"
"Tornadus","Timid","148/0/132/4/36/188","148","0","132","4","36","188","1.753"
"Tornadus","Timid","172/0/108/4/4/220","172","0","108","4","4","220","1.661"
"Tornadus","Timid","204/0/44/4/4/252","204","0","44","4","4","252","1.520"
"Tornadus","Timid","196/0/20/4/36/252","196","0","20","4","36","252","1.443"
"Tornadus","Timid","252/0/0/4/0/252","252","0","0","4","0","252","1.203"
"Tornadus","Timid","148/0/100/4/4/252","148","0","100","4","4","252","1.114"
"Tornadus","Timid","164/0/4/156/84/100","164","0","4","156","84","100","1.058"
"Tornadus","Timid","244/0/4/4/4/252","244","0","4","4","4","252","0.960"
"Tornadus","Timid","244/0/36/12/44/172","244","0","36","12","44","172","0.958"
"Tornadus","Timid","220/0/0/36/0/252","220","0","0","36","0","252","0.958"
"Tornadus","Timid","180/0/68/4/4/252","180","0","68","4","4","252","0.955"
"Tornadus","Timid","100/0/188/20/4/196","100","0","188","20","4","196","0.783"
"Tornadus","Timid","196/0/4/4/52/252","196","0","4","4","52","252","0.777"
"Tornadus","Calm","244/0/36/4/132/92","244","0","36","4","132","92","0.755"
"Tornadus","Timid","68/0/4/252/4/180","68","0","4","252","4","180","0.743"
"Tornadus","Timid","148/0/108/0/0/252","148","0","108","0","0","252","0.729"
"Tornadus","Timid","228/0/0/0/28/252","228","0","0","0","28","252","0.671"
"Tornadus","Timid","196/0/100/4/4/204","196","0","100","4","4","204","0.627"
"Tornadus","Timid","28/0/4/124/100/252","28","0","4","124","100","252","0.620"
"Tornadus","Calm","124/0/4/20/244/116","124","0","4","20","244","116","0.607"
"Tornadus","Calm","180/0/0/0/236/92","180","0","0","0","236","92","0.519"
"Ditto","Timid","252/0/0/0/12/244","252","0","0","0","12","244","83.280"
"Ditto","Hardy","252/0/0/0/0/0","252","0","0","0","0","0","4.736"
"Ditto","Timid","252/0/4/0/0/252","252","0","4","0","0","252","1.889"
"Ditto","Timid","252/0/0/0/4/252","252","0","0","0","4","252","1.462"
"Ditto","Calm","252/0/0/0/252/4","252","0","0","0","252","4","1.411"
"Ditto","Impish","252/0/252/0/0/4","252","0","252","0","0","4","1.296"
"Ditto","Sassy","252/0/4/0/252/0","252","0","4","0","252","0","0.935"
"Ditto","Hardy","252/0/0/0/4/252","252","0","0","0","4","252","0.724"
"Ditto","Quirky","252/0/4/0/0/252","252","0","4","0","0","252","0.636"
"Ditto","Sassy","252/0/204/0/52/0","252","0","204","0","52","0","0.554"
"Landorus-Therian","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","37.758"
"Landorus-Therian","Timid","4/0/0/252/0/252","4","0","0","252","0","252","12.709"
"Landorus-Therian","Hasty","188/28/0/20/20/252","188","28","0","20","20","252","7.097"
"Landorus-Therian","Hasty","212/12/0/20/12/252","212","12","0","20","12","252","6.558"
"Landorus-Therian","Adamant","0/252/0/0/4/252","0","252","0","0","4","252","4.456"
"Landorus-Therian","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","2.656"
"Landorus-Therian","Hasty","4/252/0/0/0/252","4","252","0","0","0","252","2.149"
"Landorus-Therian","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","1.644"
"Landorus-Therian","Jolly","76/84/4/0/92/252","76","84","4","0","92","252","1.542"
"Landorus-Therian","Jolly","20/228/4/0/4/252","20","228","4","0","4","252","1.483"
"Landorus-Therian","Adamant","68/252/4/0/156/28","68","252","4","0","156","28","1.404"
"Landorus-Therian","Jolly","12/108/4/0/132/252","12","108","4","0","132","252","1.077"
"Landorus-Therian","Hasty","188/0/44/20/4/252","188","0","44","20","4","252","0.936"
"Landorus-Therian","Timid","4/0/8/236/4/252","4","0","8","236","4","252","0.920"
"Landorus-Therian","Naive","0/148/0/108/0/252","0","148","0","108","0","252","0.818"
"Landorus-Therian","Jolly","188/12/0/36/20/252","188","12","0","36","20","252","0.807"
"Landorus-Therian","Timid","36/0/4/212/4/252","36","0","4","212","4","252","0.731"
"Landorus-Therian","Jolly","180/44/4/0/28/252","180","44","4","0","28","252","0.730"
"Landorus-Therian","Jolly","4/236/12/0/4/252","4","236","12","0","4","252","0.691"
"Landorus-Therian","Adamant","84/116/12/0/108/188","84","116","12","0","108","188","0.578"
"Landorus-Therian","Hasty","212/12/0/12/20/252","212","12","0","12","20","252","0.561"
"Landorus-Therian","Lonely","52/36/0/148/92/180","52","36","0","148","92","180","0.553"
"Landorus-Therian","Brave","252/252/4/0/0/0","252","252","4","0","0","0","0.532"
"Metagross-Mega","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","13.492"
"Metagross-Mega","Jolly","0/252/0/0/4/252","0","252","0","0","4","252","12.126"
"Metagross-Mega","Adamant","108/132/12/0/36/220","108","132","12","0","36","220","9.466"
"Metagross-Mega","Jolly","76/212/4/0/4/212","76","212","4","0","4","212","7.973"
"Metagross-Mega","Adamant","12/236/4/0/36/220","12","236","4","0","36","220","7.694"
"Metagross-Mega","Jolly","36/252/4/0/12/204","36","252","4","0","12","204","4.609"
"Metagross-Mega","Adamant","0/252/4/0/0/252","0","252","4","0","0","252","4.158"
"Metagross-Mega","Jolly","124/92/4/0/108/180","124","92","4","0","108","180","3.224"
"Metagross-Mega","Jolly","36/252/4/0/4/212","36","252","4","0","4","212","3.039"
"Metagross-Mega","Adamant","156/132/0/0/0/220","156","132","0","0","0","220","2.711"
"Metagross-Mega","Adamant","68/60/4/0/156/220","68","60","4","0","156","220","2.010"
"Metagross-Mega","Jolly","28/244/4/0/28/204","28","244","4","0","28","204","1.251"
"Metagross-Mega","Jolly","44/252/4/0/4/204","44","252","4","0","4","204","1.227"
"Metagross-Mega","Adamant","4/252/0/0/0/252","4","252","0","0","0","252","1.182"
"Metagross-Mega","Jolly","68/252/4/0/4/180","68","252","4","0","4","180","1.137"
"Metagross-Mega","Adamant","36/252/0/0/0/220","36","252","0","0","0","220","0.975"
"Metagross-Mega","Jolly","28/196/4/0/28/252","28","196","4","0","28","252","0.939"
"Metagross-Mega","Adamant","116/36/4/0/132/220","116","36","4","0","132","220","0.888"
"Metagross-Mega","Adamant","92/36/4/0/156/220","92","36","4","0","156","220","0.826"
"Metagross-Mega","Adamant","60/236/0/0/0/212","60","236","0","0","0","212","0.767"
"Metagross-Mega","Adamant","76/220/0/0/0/212","76","220","0","0","0","212","0.723"
"Metagross-Mega","Adamant","100/180/4/0/12/212","100","180","4","0","12","212","0.689"
"Metagross-Mega","Jolly","124/44/20/0/116/204","124","44","20","0","116","204","0.688"
"Metagross-Mega","Adamant","124/148/4/0/12/220","124","148","4","0","12","220","0.551"
"Metagross-Mega","Adamant","4/252/0/0/36/216","4","252","0","0","36","216","0.535"
"Metagross-Mega","Jolly","76/44/4/0/132/252","76","44","4","0","132","252","0.515"
"Yveltal","Jolly","4/180/4/0/68/252","4","180","4","0","68","252","14.717"
"Yveltal","Timid","28/0/4/188/36/252","28","0","4","188","36","252","9.712"
"Yveltal","Timid","20/0/172/4/60/252","20","0","172","4","60","252","6.678"
"Yveltal","Jolly","4/252/0/0/0/252","4","252","0","0","0","252","4.380"
"Yveltal","Jolly","44/36/4/0/172/252","44","36","4","0","172","252","4.182"
"Yveltal","Calm","220/0/20/12/252/4","220","0","20","12","252","4","3.554"
"Yveltal","Timid","172/0/0/0/84/252","172","0","0","0","84","252","3.507"
"Yveltal","Timid","180/0/100/4/140/84","180","0","100","4","140","84","1.303"
"Yveltal","Timid","228/0/44/28/124/84","228","0","44","28","124","84","1.282"
"Yveltal","Timid","244/0/4/4/4/252","244","0","4","4","4","252","1.164"
"Yveltal","Calm","244/0/12/4/196/52","244","0","12","4","196","52","1.120"
"Yveltal","Timid","252/0/20/4/44/188","252","0","20","4","44","188","1.050"
"Yveltal","Calm","204/0/60/4/76/164","204","0","60","4","76","164","1.049"
"Yveltal","Calm","180/0/4/44/116/164","180","0","4","44","116","164","0.950"
"Yveltal","Calm","252/0/0/4/252/0","252","0","0","4","252","0","0.881"
"Yveltal","Jolly","108/0/0/0/148/252","108","0","0","0","148","252","0.880"
"Yveltal","Timid","252/0/28/4/204/20","252","0","28","4","204","20","0.859"
"Yveltal","Timid","252/0/36/4/124/92","252","0","36","4","124","92","0.829"
"Yveltal","Timid","148/0/0/0/108/252","148","0","0","0","108","252","0.825"
"Yveltal","Timid","116/0/60/4/76/252","116","0","60","4","76","252","0.783"
"Yveltal","Timid","0/0/0/252/4/252","0","0","0","252","4","252","0.774"
"Yveltal","Jolly","4/188/4/0/60/252","4","188","4","0","60","252","0.762"
"Yveltal","Timid","252/0/20/4/36/196","252","0","20","4","36","196","0.729"
"Yveltal","Jolly","44/172/4/0/36/252","44","172","4","0","36","252","0.705"
"Yveltal","Timid","84/0/132/4/44/244","84","0","132","4","44","244","0.667"
